"","timestamp","play_id","next_timestamp","at_bat","event_code","player_position","ordered_id","next_event_code","next_player_position","next_id","field_x","field_y","field_z","next_field_x","next_field_y","next_field_z","next_frame_timestamp1","next_frame_field_x","next_frame_field_y","next_frame_field_z","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner","next_pitcher","next_catcher","next_first_base","next_second_base","next_third_base","next_shortstop","next_left_field","next_center_field","next_right_field","next_batter","next_first_baserunner","next_second_baserunner","next_third_baserunner","batter_field_x_throw","batter_field_y_throw","batter_field_x_catch","batter_field_y_catch","batter_field_x_next_frame","batter_field_y_next_frame","game_id","x_change","y_change","z_change","time_change","frame_hypotenuse","z_angle","throw_velocity_2d","z_velocity","throw_angle_radians","throw_angle_degrees","throw_slope","first_base_arrival","ideal_throw_length","z_at_arrival","runner_reached_first","runner_reached_second","runner_reached_third","batter_x_change","batter_y_change","runner_reached_base","optimal_x_change","optimal_y_change","optimal_z_change","optimal_throw_angle_radians","optimal_throw_angle_degrees","raw_optimal_residual","optimal_residual","predicted_outs"
"11",6926782,193,"6927582",52,3,"6",6,"2","3","7",6.97485,122.1303,4.63788,61.5888,62.7123,3.3867,6927532,58.4895,66.351,4.00206,3504,7764,6222,7208,7815,6549,5195,7511,8754,1195,1177,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3113,40.6791,56.7387,56.6766,55.7187,55.6809,1,51.51465,-55.7793,-0.63582,750,75.9281862888381,-0.00837376960744681,0.101237581718451,-0.00084776,-0.825124599867322,-47.2761571448184,-1.0827851882911,88.0546117889441,81.4914956507332,-10417.1808029286,NA,NA,NA,16.4274,15.9975,0,54.2771309885932,-57.0752574144487,-1.55733517984791,-0.810521447546183,-46.4394581492304,-0.836698995587973,0.836698995587966,0.146242728489394
"12",7115132,202,"7116182",54,3,"4",4,"2","3","5",23.22735,143.3913,3.47781,59.3418,64.3488,3.80499,7115882,50.4138,85.8915,7.16466,2974,1389,2480,2255,2137,1181,1600,1177,2973,7815,0,0,0,2974,1389,2480,2255,2137,1181,1600,1177,2973,8754,7815,0,0,29.4288,29.0133,47.0502,48.2832,41.706,42.6807,1,27.18645,-57.4998,3.68685,750,63.6029092388273,0.0579018933121176,0.0848038789851031,0.0049158,-1.12913678243038,-64.6947721262422,-2.1150168558234,87.4027089067953,90.2481430648893,-18201.2412665498,1,0,0,17.6214,19.2699,1,38.0246309885932,-78.3362574144487,-0.397265179847909,-1.11889460267065,-64.1079384529957,-0.586833673246517,0.586833673246531,0.0728204640926046
"13",8515632,246,"8516432",62,3,"4",4,"2","3","5",50.9172,131.6256,4.02732,62.652,66.8469,3.87156,8516382,62.0559,70.644,4.44834,3504,7764,6222,7208,7815,6549,5195,7511,8754,2137,1600,1181,0,3504,7764,6222,7208,7815,6549,5195,7511,8754,2480,2137,1600,1181,37.4409,36.6243,52.0215,51.7569,51.1167,50.8176,1,11.1387,-60.9816,0.42102,750,61.9905329566539,0.00679157778846269,0.0826540439422053,0.000561360000000001,-1.39013122670448,-79.6486522595105,-5.47475019526516,89.6361063831033,69.3723782357923,-11324.2013621161,1,0,0,14.5806,15.1326,1,10.3347809885932,-66.5705574144487,-0.946775179847908,-1.4167802730886,-81.1755301453689,1.5268778858584,1.5268778858584,0.09791267960856
"14",1543304,48,"1544054",12,3,"4",4,"2","3","5",35.7234,134.418,4.21185,59.0643,67.1889,4.9746,1544054,59.0643,67.1889,4.9746,1843,1195,2137,2255,1771,1181,1600,2973,1059,4050,0,0,0,1843,1195,2137,2255,1771,1181,1600,2973,1059,6549,0,0,0,33.4623,36.8835,46.8957,50.0823,46.8957,50.0823,2,23.3409,-67.2291,0.76275,750,71.1656483116679,0.0107175415845637,0.0948875310822239,0.001017,-1.23663196604778,-70.8537924655031,-2.88031309846664,86.490614627302,77.5495770548828,-10737.1162406647,0,0,0,13.4334,13.1988,0,25.5285809885932,-69.3629574144487,-1.13130517984791,-1.21813846893185,-69.7941931323231,-1.05959933318003,1.05959933318002,0.0812677941189168
"15",2168804,63,"2169754",16,3,"5",4,"2","4","5",-27.51564,36.8136,4.84998,64.7547,62.946,5.9832,2169554,46.8507,58.86,7.9935,3240,7764,6222,7815,4050,6549,7606,7511,4278,1195,2137,1059,0,3240,7764,6222,7815,4050,6549,7606,7511,4278,1181,0,2137,1059,37.2984,39.7809,56.6211,57.6501,52.4004,53.901,2,74.36634,22.0464,3.14352,750,77.5654322359877,0.0405051652955583,0.10342057631465,0.00419136,0.288202901862197,16.512809920127,0.296456703395649,90.3971508456297,95.3694768383257,-13666.6724883117,0,0,0,19.3227,17.8692,0,88.7676209885932,28.2414425855513,-1.76943517984791,0.30802413289063,17.6484828028099,-1.13567288268294,1.13567288268294,0.0986462373105554
"16",2720754,75,"2722004",20,3,"6",4,"2","3","5",-28.92468,133.1736,4.94172,59.4789,62.6721,4.52544,2721504,27.26196,89.9682,9.95916,1843,1195,2137,2255,1771,1181,1600,2973,1059,7764,0,0,0,1843,1195,2137,2255,1771,1181,1600,2973,1059,7606,0,0,0,27.0825,26.8938,48.8055,50.1717,40.0437,40.4415,2,56.18664,-43.2054,5.01744,750,70.8776770474992,0.0706722358292997,0.0945035693966656,0.00668992,-0.655526849192358,-37.5589218162309,-0.76896215897587,88.6853314012668,115.594262274877,-24044.1291413238,0,0,0,21.723,23.2779,0,90.1766609885932,-68.1185574144487,-1.86117517984791,-0.646941860306489,-37.0670381859039,-0.491883630327045,0.491883630327038,0.0758594121749661
"17",2946704,86,"2947654",21,3,"5",4,"2","3","5",-31.1826,97.6227,5.07336,57.4701,62.9457,5.21034,2947454,40.2966,70.0869,7.37823,1843,1195,2137,2255,1771,1181,1600,2973,1059,7606,0,0,0,1843,1195,2137,2255,1771,1181,1600,2973,1059,7511,0,0,0,36.9381,38.7891,57.5286,58.7835,53.013,54.5415,2,71.4792,-27.5358,2.30487,750,76.5995842957388,0.0300807738027548,0.102132779060985,0.00307316,-0.367707525219657,-21.0680892902866,-0.385228150287077,87.4016497926355,99.6458358338427,-15299.7243942189,0,0,0,20.5905,19.9944,0,92.4345809885932,-32.5676574144487,-1.99281517984791,-0.3387507799849,-19.4089899998995,-1.65909929038711,1.6590992903871,0.122436329552109
"18",3255354,92,"3256254",25,3,"6",6,"2","3","7",-0.790179,127.2384,5.05143,57.9429,67.2549,3.74421,3256104,49.0053,76.8645,5.37231,3240,7764,6222,7815,4050,6549,7606,7511,4278,2480,2973,0,0,1843,1195,2137,2255,1771,1181,1600,2973,1059,7815,0,0,0,42.3411,41.1471,58.9122,58.5861,56.2359,55.6041,2,49.795479,-50.3739,0.32088,750,70.8316280347236,0.00453014866155788,0.0944421707129648,0.00042784,-0.791172528547156,-45.3308467524457,-1.01161593404895,88.8896361646287,90.5313856996381,-14771.8556820361,0,0,0,16.5711,17.439,0,62.0421599885932,-62.1833574144487,-1.97088517984791,-0.786534784664983,-45.0651236015346,-0.265723150911114,0.265723150911128,0.178689174270633
"19",3465854,96,"3466804",27,3,"6",4,"2","3","5",-14.42805,135.7551,4.30125,57.6912,64.647,6.10992,3466604,44.2317,78.9777,7.72953,1843,1195,2137,2255,1771,1181,1600,2973,1059,6222,0,0,0,1843,1195,2137,2255,1771,1181,1600,2973,1059,4278,0,0,0,39.0546,38.4849,56.8866,58.4121,53.1342,54.2211,2,58.65975,-56.7774,3.42828,750,81.6372428541196,0.0419694094329808,0.108849657138826,0.00457104,-0.769093332664652,-44.0658020133356,-0.967910705381458,87.5228332908939,106.209641256274,-15301.2840680301,0,0,0,17.832,19.9272,0,75.6800309885932,-70.7000574144487,-1.22070517984791,-0.751390439678665,-43.0515009600668,-1.01430105326878,1.01430105326878,0.159603595039318
"20",5174104,145,"5174954",42,3,"4",6,"2","3","7",-1.453218,120.0504,4.04232,59.9433,64.0557,2.627811,5174854,53.2647,70.3377,3.95547,3240,7764,6222,7815,4050,6549,7606,7511,4278,1181,0,0,0,3240,7764,6222,7815,4050,6549,7606,7511,4278,2255,1181,0,0,36.528,36.7653,53.1843,54.6975,51.2247,52.5879,2,54.717918,-49.7127,-0.0868500000000001,750,73.928364594009,-0.00117478535501842,0.098571152792012,-0.0001158,-0.737506167904343,-42.2559907857855,-0.908526892415753,87.9787106160137,86.014656841303,-12241.3561860529,1,0,0,16.6563,17.9322,1,62.7051989885932,-54.9953574144487,-0.961775179847909,-0.719987743145787,-41.2522589834028,-1.00373180238272,1.00373180238273,0.118314324397713
"21",5742454,158,"5743504",45,3,"6",4,"2","3","5",-32.0916,105.3498,5.4963,56.5317,60.7941,2.295024,5743204,33.6831,73.641,6.32685,2138,1195,2137,2255,1771,1181,1600,2973,1059,5195,0,0,0,2138,1195,2137,2255,1771,1181,1600,2973,1059,4050,0,5195,0,29.5485,29.7462,48.3282,49.1541,42.8451,43.4274,2,65.7747,-31.7088,0.830550000000001,750,73.0188958936658,0.0113739625101999,0.097358527858221,0.0011074,-0.44921074616778,-25.7378798673363,-0.482082016337589,85.7632189581625,102.948901897036,-17974.1286866523,0,1,0,18.7797,19.4079,1,93.3435809885931,-40.2947574144487,-2.41575517984791,-0.407516844081715,-23.3489952463731,-2.38888462096321,2.38888462096321,0.0778230201805293
"22",6860754,190,"6861904",52,3,"5",4,"2","3","5",-54.0588,91.0302,4.88688,63.0384,66.8337,0.2014983,6861504,25.46271,76.428,5.98314,6715,7764,6222,7815,4050,6549,7606,7511,4278,2480,1771,0,0,6715,7764,6222,7815,4050,6549,7606,7511,4278,1059,0,1771,0,27.8295,29.2644,48.7029,49.7367,41.4756,42.4992,2,79.52151,-14.6022,1.09626,750,80.8510655311363,0.0135581741437543,0.107801420708182,0.00146168,-0.181602705072305,-10.4050685488021,-0.183625788796012,96.9037905393582,124.62959913976,-21485.2281478487,0,0,0,20.8734,20.4723,0,115.310780988593,-25.9751574144487,-1.80633517984791,-0.221563970998084,-12.6946804303492,2.28961188154709,2.2896118815471,0.0706554950126877
"23",7113304,193,"7114054",53,3,"5",4,"2","3","5",-17.4456,32.4501,5.07072,57.9879,62.4807,3.08181,7114054,57.9879,62.4807,3.08181,6715,7764,6222,7815,4050,6549,7606,7511,4278,1059,0,1771,0,2318,1195,2137,2255,1771,1181,1600,2973,1059,7511,0,0,0,43.5993,43.9062,59.0709,59.4252,59.0709,59.4252,2,75.4335,30.0306,-1.98891,750,81.1914395648334,-0.0244916498367925,0.108255252753111,-0.00265188,0.378873365909488,21.7078448365294,0.398106941875957,92.5635995608118,89.2256598388001,-10923.1824987746,0,0,0,15.4716,15.519,0,78.6975809885932,32.6049425855513,-1.99017517984791,0.392778658446431,22.504559411791,-0.796714575261586,0.796714575261575,0.148536443334987
"24",845604,28,"846754",7,3,"6",4,"2","3","5",-45.8133,102.3876,5.78022,56.1363,60.9201,3.70974,846354,23.27274,75.0429,8.8569,3240,7764,6222,7815,4050,6549,7606,7511,4278,1600,0,0,0,3240,7764,6222,7815,4050,6549,7606,7511,4278,2973,1600,0,0,40.2318,40.9089,64.836,65.1657,56.0238,57.264,2,69.08604,-27.3447,3.07668,750,74.3008313612412,0.0413847768150166,0.0990677751483216,0.00410224,-0.376886025419585,-21.5939786140025,-0.395806446570103,85.3655004959339,114.190247616934,-21353.9269617621,1,0,0,24.6042,24.2568,1,107.065280988593,-37.3325574144487,-2.69967517984791,-0.335507010259632,-19.2231356849293,-2.37084292907315,2.37084292907315,0.161413991482997
"25",8886704,241,"8887604",68,3,"6",6,"2","3","7",0.576231,126.5412,4.62564,63.9396,68.3457,5.55246,8887454,54.2631,77.7378,6.79371,6715,7764,6222,7815,4050,6549,7606,7511,4278,1600,2255,0,0,6715,7764,6222,7815,4050,6549,7606,7511,4278,2973,2255,0,0,42.1581,42.9399,60.6393,60.6309,57.489,57.7602,2,53.686869,-48.8034,2.16807,750,72.5537852533082,0.0298733555106793,0.0967383803377443,0.00289076,-0.737786050012097,-42.272026849321,-0.909037925083693,94.1296484121706,89.1717369798846,-13656.9210737379,0,0,0,18.4812,17.691,0,60.6757499885932,-61.4861574144487,-1.54509517984791,-0.792031946015634,-45.3800877462293,3.10806089690825,3.10806089690826,0.176695475960439
"26",2639040,75,"2639940",21,3,"4",4,"2","3","5",-9.63129,102.999,1.423551,60.7707,65.6286,3.05895,2639790,47.1798,69.2034,6.21867,8971,7415,3041,9890,9258,6057,9410,7038,3458,1181,1389,0,1177,8971,7415,3041,9890,9258,6057,9410,7038,3458,2137,1181,1389,0,43.6317,44.4846,62.5323,63.5031,59.3517,60.5052,3,56.81109,-33.7956,4.795119,750,66.1032716765827,0.0724129782921893,0.0881376955687769,0.006393492,-0.536643933152344,-30.74743247093,-0.594876810143935,86.2511403439724,82.1708712555585,-13967.1500484385,1,0,0,18.9006,19.0185,1,70.8832709885932,-37.9439574144487,1.65699382015209,-0.491488779694296,-28.1602327545183,-2.58719971641172,2.5871997164117,0.177616628568711
"27",3054840,84,"3055890",24,3,"6",4,"2","3","5",0.516204,127.4631,4.75509,59.0346,64.5123,0.960459,3055590,43.6062,82.0446,5.4006,2105,1389,2480,2255,1771,1181,1600,1177,2973,9410,0,0,0,2105,1389,2480,2255,1771,1181,1600,1177,2973,3041,0,0,0,29.2488,28.647,48.5295,49.6629,42.8313,43.617,3,43.089996,-45.4185,0.64551,750,62.6066122508639,0.010310206925133,0.0834754830011518,0.00086068,-0.811700350458634,-46.5070043105695,-1.05403815771995,88.1334729937531,89.7960699086192,-18601.8381518091,0,0,0,19.2807,21.0159,0,60.7357769885932,-62.4080574144487,-1.67454517984791,-0.798977224405808,-45.7780228855297,-0.728981425039855,0.728981425039848,0.0748590939354131
"28",3682640,104,"3683490",30,3,"4",4,"2","3","5",34.0272,132.8577,4.10679,60.1428,64.68,3.0477,3683390,57.4152,72.2835,4.30839,8971,7415,3041,9890,9258,6057,9410,7038,3458,2973,0,0,0,8971,7415,3041,9890,9258,6057,9410,7038,3458,2480,0,0,0,38.2077,36.9027,54.8499,54.7848,52.8534,52.6017,3,23.388,-60.5742,0.2016,750,64.9325207399189,0.00310475167033508,0.0865766943198919,0.0002688,-1.20232550781951,-68.8881771989816,-2.58996921498204,87.0544943095351,76.4309831208158,-12528.796814816,0,0,0,16.6422,17.8821,0,27.2247809885932,-67.8026574144487,-1.02624517984791,-1.18897193499568,-68.1230738347555,-0.765103364226064,0.765103364226064,0.115847913051915
"29",5521240,155,"5521990",44,3,"4",4,"2","3","5",20.01891,124.0707,4.17747,61.9569,62.5755,5.898,5521990,61.9569,62.5755,5.898,8971,7415,3041,9890,9258,6057,9410,7038,3458,1600,0,0,0,1171,1389,2480,2255,1771,1181,1600,1177,2973,3458,0,0,0,37.9119,39.2919,52.7592,54.7287,52.7592,54.7287,3,41.93799,-61.4952,1.72053,750,74.4342302188993,0.0231106531367394,0.0992456402918657,0.00229404,-0.972272597924279,-55.7071163972812,-1.46633636948266,87.974997587935,74.8793969474263,-9149.56299634342,0,0,0,14.8473,15.4368,0,41.2330709885932,-59.0156574144487,-1.09692517984791,-0.960956687376289,-55.0587624815338,-0.6483539157474,0.648353915747407,0.116708932744935
"30",5681840,157,"5682990",45,3,"5",4,"2","3","5",-50.7483,63.1083,5.62797,61.3083,60.9705,0.456771,5682590,24.79257,62.5881,5.9868,1171,1389,2480,2255,1771,1181,1600,1177,2973,3458,0,0,0,1171,1389,2480,2255,1771,1181,1600,1177,2973,7686,0,0,0,30.3309,31.677,54.1146,55.3827,45.8055,46.6329,3,75.54087,-0.520200000000003,0.358829999999999,750,75.5426611154049,0.00474999551249911,0.100723548153873,0.000478439999999999,-0.00688622963064258,-0.394551894593752,-0.00688633848140752,88.1473759186354,113.080588394986,-20262.0448916746,0,0,0,23.7837,23.7057,0,112.000280988593,1.94674258555133,-2.54742517984791,0.0173798364989218,0.995791280015645,-1.3903431746094,1.3903431746094,0.0710612521827906
"31",5781190,161,"5782090",47,3,"4",4,"2","3","5",34.2153,88.4778,2.254599,61.7919,66.5625,5.1564,5781940,57.3027,70.1634,6.61917,1171,1389,2480,2255,1771,1181,1600,1177,2973,9890,7686,0,0,1171,1389,2480,2255,1771,1181,1600,1177,2973,9258,0,7686,0,35.8761,36.6864,52.4274,53.3253,49.6713,50.5659,3,23.0874,-18.3144,4.364571,750,29.4693957542397,0.147036337587817,0.0392925276723196,0.005819428,-0.670620020913337,-38.4236968553092,-0.793263858208374,91.180531149749,38.6235160576214,-15527.6028090633,0,0,0,16.5513,16.6389,0,27.0366809885932,-23.4227574144487,0.825945820152092,-0.713899877705266,-40.9034499874174,2.47975313210812,2.4797531321081,0.0841942825492953
"32",5860240,164,"5860990",48,3,"6",4,"2","3","5",39.3177,128.1384,3.83325,61.9557,68.205,3.34281,5860990,61.9557,68.205,3.34281,1171,1389,2480,2255,1771,1181,1600,1177,2973,9258,0,7686,0,8971,7415,3041,9890,9258,6057,9410,7038,3458,1771,0,0,0,36.4935,34.1277,49.1628,48.4284,49.1628,48.4284,3,22.638,-59.9334,-0.49044,750,64.0663053372051,-0.00765504452771546,0.0854217404496068,-0.00065392,-1.20964377432896,-69.307482983325,-2.64746885767294,90.041598820694,68.9150733360982,-10463.915140143,0,0,0,12.6693,14.3007,0,21.9342809885932,-63.0833574144487,-0.752705179847909,-1.2361691780621,-70.8272766671142,1.51979368378927,1.51979368378926,0.0990011330266768
"33",6392290,182,"6393090",52,3,"6",4,"2","3","5",-20.01546,103.3986,4.77009,57.4905,67.7271,2.726781,6393040,53.1276,69.9831,3.45057,1171,1389,2480,2255,1771,1181,1600,1177,2973,7038,0,0,0,1171,1389,2480,2255,1771,1181,1600,1177,2973,6057,7038,0,0,46.32,47.5932,63.8577,63.7671,62.7447,62.8083,3,73.14306,-33.4155,-1.31952,750,80.4145687448089,-0.0164074944497962,0.107219424993079,-0.00175936,-0.428536818018341,-24.5533510384168,-0.45685127201405,91.4959620349749,93.1345957748113,-12131.3891070016,1,0,0,17.5377,16.1739,1,81.2674409885932,-38.3435574144487,-1.68954517984791,-0.440850077125425,-25.2588488173037,0.705497778886933,0.705497778886922,0.22036676870774
"34",6474540,185,"6475340",53,3,"4",6,"2","3","7",-1.928289,123.6387,4.72938,58.2486,65.7636,1.605204,6475290,54.936,69.2565,2.298507,1171,1389,2480,2255,1771,1181,1600,1177,2973,6057,7038,0,0,1171,1389,2480,2255,1771,1181,1600,1177,2973,9410,0,0,0,33.954,35.5866,48.9873,50.3559,48.0333,49.4058,3,56.864289,-54.3822,-2.430873,750,78.6827238999485,-0.0308847980536421,0.104910298533265,-0.003241164,-0.763090248089994,-43.7218506031476,-0.956350654450283,88.0432890879737,88.8113666799396,-11523.5152097405,0,0,0,15.0333,14.7693,0,63.1802699885932,-58.5836574144487,-1.64883517984791,-0.747665880714044,-42.8380994508464,-0.883751152301208,0.883751152301215,0.100780851474096
